compagnie;nom;canal;etat_finder_actuel;ancienne_information_disponible;url_officielle;fait_officiel_trouve;preuve_raccordee;tarif_trouve;tarif_raccorde;classe_pre_lecture;categorie_inventaire;action
"airline_croatia_airlines";"Croatia Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — 8 kg (bag + pet), soft bag with a water-resistant bottom, stowed on the floor under the seat for the whole flight. One bag per passenger, at";"https://www.croatiaairlines.com/resources/documents/handling-agent/OP-ZOU-001-Ground_Operations_Manual_Issue_II_rev.11-24.01.2023.pdf";"« Pets in cabin (PETC), such as: Small domestic animals (dogs and cats only). » (Ground Operations Manual → 4.7.1 Stowing of Load in the Passenger Cabin → page 127, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_croatia_airlines";"Croatia Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — One crate holds up to 3 puppies/kittens from the same litter (≤8 kg each), or 2 adult pets up to 14 kg each. Two crate sizes: 80×55×55 cm an | brachycéphales refusés (hérité)";"https://www.croatiaairlines.com/resources/dokumenti/ou-emd-distribution---services-policy--aaas--for-ouand-ta-oct19.pdf.pdf";"« Charge for PET in hold- LARGE (dogs and cats only, breed must be specified) » (PET IN HOLD (AVIH-LARGE) → Service description and purpose, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_croatia_airlines";"Croatia Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Contact required, no published terms » — The Croatia Airlines Cargo page mentions animals only in a general list of freight types, alongside fish and flowers, with no dedicated proc";"https://www.croatiaairlines.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_delta";"Delta Air Lines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Small dogs, cats & household birds in a kennel that fits fully under the seat; not in Delta One/Business/Premium Select. Min 8 weeks (domest | conditions héritées : Soft-sided kennel fully under the seat; at least 8 weeks old; booked by phone.";"https://www.delta.com/us/en/pet-travel/overview";"« On domestic flights within the contiguous U.S., small dogs, cats and household birds that meet the age, health, size and kennel requirements can travel in the cabin. » (Pet Travel on Delta → Traveling with In-Cabin Pets, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fee hérité : $150 (US/Canada/PR/USVI) or $200 international, for tickets issued on/after 8 Apr 2025 | fareList : Cabin — US / Canada: $95–150 | fareList : Cabin — international: $200";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_delta";"Delta Air Lines";"hold";"confirmation_required (official_source_unquoted)";"éditorial « Military only » — Checked pets only for active US military & State Dept on transfer orders; not on flights over 12 h. | conditions héritées : Checked pets accepted only for active-duty U.S. military and State Department Foreign Service personnel.";"https://www.delta.com/us/en/pet-travel/overview";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold — US military / State Dept: $200 / way";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_delta";"Delta Air Lines";"cargo";"confirmation_required (official_source_unquoted)";"éditorial « Military only » — Pet shipping is suspended for the public — military & State Dept only. | conditions héritées : Pet cargo shipping is suspended for the general public — currently only active-duty U.S. military and State Department p";"https://www.delta.com/us/en/pet-travel/overview";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_easyjet";"easyJet";"cabin";"denied";"éditorial « No pets » — Animals aren't allowed — only recognised registered assistance dogs. Emotional-support dogs and pets are forbidden.";"https://www.easyjet.com/en/help/baggage/restricted-and-unusual-items";"« Animals are not allowed on our flights, apart from recognised registered guide and assistance dogs. » (Pets, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_easyjet";"easyJet";"hold";"denied";"éditorial « Not carried » — No pets are carried in the hold.";"https://www.easyjet.com/en/help/baggage/restricted-and-unusual-items";"« Animals are not allowed on our flights, apart from recognised registered guide and assistance dogs. » (Pets, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_easyjet";"easyJet";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not offered » — easyJet operates no pet cargo service.";"https://www.easyjet.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Pets (cabin / hold / cargo): Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_edelweiss";"Edelweiss Air";"cabin";"accepted_with_conditions";"éditorial « Allowed » — 8 kg (dog/cat + carrier), waterproof soft container up to 55 × 40 × 23 cm, stowed under the seat, closed for the whole flight. At least 12 w | plafond hérité 8 kg (chien + contenant)";"https://www.flyedelweiss.com/ch/en/prepare/flight-preparation/animals-travelling/regulations.html";"« Only dogs and cats weighing up to a maximum of 8 kg including the pet carrier may travel in the cabin. » (Travelling in the Cabin, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_edelweiss";"Edelweiss Air";"hold";"accepted_with_conditions";"éditorial « Allowed » — Kennel sizes from 57×37×36 cm up to 125×75×85 cm. Up to two animals of comparable size, 14 kg or less each, may share a kennel. No kennel re | brachycéphales refusés (hérité)";"https://www.flyedelweiss.com/xk/en/customer-service/faq/animals.html";"« travel in the luggage hold (which is lit and heated) » (Animals FAQ → Are animals given something to drink during the flight?, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_edelweiss";"Edelweiss Air";"cargo";"accepted_with_conditions";"éditorial « Via SWISS WorldCargo » — For an unaccompanied pet, or where a destination requires it — Mauritius, for instance, only accepts pets as cargo. Edelweiss doesn't handle";"https://www.flyedelweiss.com/xk/en/customer-service/faq/animals.html";"« Your pet can also be transported unaccompanied as freight. » (Animals FAQ → Can my pet be transported unaccompanied as freight?, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_egyptair";"EgyptAir";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs (falcons by arrangement) ≤ 8 kg incl. cage (max 55+40+20 cm); max 2 per cabin zone, first-come, first-served. | plafond hérité 8 kg (chien + contenant)";"https://www.egyptair.com/en/fly/special-services/Pages/traveling-with-pets.aspx";"« The total weight of animal and cage should not exceed 8 KG. » (Traveling With Pets → Animal Transport in Passenger Cabins, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (≤ 8 kg): Excess-baggage basis";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_egyptair";"EgyptAir";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs as checked baggage (AVIH) in a rigid ventilated crate; over 23 kg travel alone (two-piece charge). Over 32 kg not to Tunisia/Tan";"https://www.egyptair.com/en/fly/special-services/Pages/traveling-with-pets.aspx";"« EGYPTAIR accepts live animals as checked baggage or in the cabin as follows: » (Traveling With Pets → Animal Transport in Aircraft Baggage Holds, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (≤ 32 kg): Excess-baggage basis";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_egyptair";"EgyptAir";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Other species, and all pets to/from the UK, UAE, Bahrain, Yemen, Kenya and South Africa — cargo only.";"https://www.egyptair.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : EgyptAir Cargo: Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_el_al";"EL AL Israel Airlines";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Dogs, cats & exotic birds ≤ 9 kg incl. carrier with a passenger; up to 2 per carrier. Not in 777 Business. Booked via the call centre. Not o";"https://www.elal.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin — international: $100 | fareList : Cabin — domestic: NIS 50";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_el_al";"EL AL Israel Airlines";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Pets over 9 kg (up to 100 kg incl. container) in the hold; two adults (≤ 14 kg each) may share. A drinker is required on flights over 12 h.";"https://www.elal.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold — 9–50 kg: $200 | fareList : Hold — 50–100 kg: $400";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_el_al";"EL AL Israel Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Over 100 kg, and pets to/from London (LHR/LTN), Johannesburg, Hong Kong and Australia via EL AL Cargo.";"https://www.elal.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_emirates";"Emirates";"cabin";"denied";"éditorial « Not allowed » — No cats or dogs in the cabin — only falcons on select Dubai–Pakistan routes, plus service animals.";"https://www.emirates.com/us/english/before-you-fly/baggage/unusual-baggage-and-special-allowances/";"« Pets are not permitted in the cabin, with the exception of falcons between Dubai and certain destinations in Pakistan. » (Unusual baggage and special allowances → Pets, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_emirates";"Emirates";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs as checked baggage from Dubai, journeys under 17 h. Priced on animal + cage weight and size.";"https://www.emirates.com/us/english/before-you-fly/baggage/unusual-baggage-and-special-allowances/";"« Depending on the individual circumstances, pets must be carried either as cargo or as checked baggage in the hold. » (Unusual baggage and special allowances → Pets, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold ≤ 23 kg & ≤ 150 cm: $500 | fareList : Hold 24–32 kg (150–300 cm): $650 | fareList : Hold > 32 kg (150–300 cm): $800";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
